no_of_face,face_x,face_y,face_w,face_h,face_con,no_of_hand,pose,pose_x,pose_y,phone,phone_x,phone_y,phone_w,phone_h,phone_con,label
1,278.9752007,270.9102417,185.5679131,185.562973,86.646837,2,forward,-6.779336749,-5.988590374,0,0,0,0,0,0,0
1,238.1554604,119.2101694,150.5278969,150.5279732,92.90973544,0,forward,6.965594702,1.285629958,0,0,0,0,0,0,0
1,238.1458092,286.1592865,144.7943306,144.7944546,94.66266632,0,forward,-1.908651374,6.818834288,0,0,0,0,0,0,0
1,238.0571938,291.0161304,141.7007256,141.7006302,94.11357045,0,forward,0.51446839,7.217057254,0,0,0,0,0,0,0
1,268.0949593,277.013383,193.8280296,193.8162088,87.03072667,1,forward,-5.984795835,-5.973062477,0,0,0,0,0,0,0
1,282.0129967,281.1233974,156.0582924,156.0584164,88.55527043,2,forward,-3.686791436,-5.968199873,0,0,0,0,0,0,0
1,262.3648071,279.4008755,190.507164,190.4942036,90.26557207,2,forward,-2.253393041,-5.936567266,0,0,0,0,0,0,0
1,237.9312515,228.4479618,151.821785,151.8216133,95.23692131,0,forward,5.228637462,3.699933345,0,0,0,0,0,0,0
1,237.9110718,304.3788815,147.0864105,147.086277,94.95375752,0,forward,-1.504100202,6.963642371,0,0,0,0,0,0,0
1,263.9186096,263.1264996,202.0640182,202.0553684,85.77436209,2,forward,-3.895555731,-5.936491439,0,0,0,0,0,0,0
1,230.8069229,213.3883953,116.3614273,116.3614655,92.71033406,0,forward,-0.946035123,3.749533709,1,93,308,221,479,0.877101541,1
1,275.2999878,270.3490734,190.6471252,190.6383705,84.79343653,2,forward,-9.178146755,-5.916172337,0,0,0,0,0,0,1
1,237.8956795,289.3763065,143.1944084,143.1944275,95.31778097,0,forward,-5.22571797,6.718532575,0,0,0,0,0,0,0
1,237.884388,229.1094303,152.5305367,152.5305462,94.84650493,0,forward,4.005366707,3.53877911,0,0,0,0,0,0,0
1,237.8676033,262.7065659,170.7531929,170.7495975,96.80345654,0,forward,-1.538059342,10.25036099,0,0,0,0,0,0,0
1,240.9839439,282.5987148,135.3071785,135.3075027,95.85888386,0,forward,-0.957632257,6.749221552,1,232,425,336,479,0.819481432,1
1,255.0875092,244.8724843,199.1436768,199.1373253,84.95779634,2,forward,-7.584095209,-5.896184584,0,0,0,0,0,0,0
1,237.8606033,281.7342281,132.1878052,132.1880722,94.52428818,0,forward,4.130301712,8.441355058,0,0,0,0,0,0,0
1,255.2977943,221.4047527,129.0937233,129.0938759,94.78018284,0,forward,-0.981055248,0.306361669,1,326,284,453,476,0.826333761,1
1,237.8493881,232.5579357,153.7430191,153.7431335,94.32541132,0,forward,4.462607181,4.05564176,0,0,0,0,0,0,0
1,237.8176117,232.4691868,151.5342331,151.5344524,95.22299767,0,forward,2.554506248,3.899705137,0,0,0,0,0,0,0
1,295.8912849,273.3697629,179.9111748,179.9066162,90.26674032,2,forward,-1.912243282,-5.885272778,0,0,0,0,0,0,0
1,237.7831268,309.9027157,141.412468,141.4125824,92.56953597,0,forward,0.630780397,8.737016499,0,0,0,0,0,0,0
1,191.3855553,214.6429253,130.0904274,130.0903988,91.64370894,2,forward,-1.010839441,4.74507497,0,0,0,0,0,0,0
1,264.6167183,259.5245552,198.5235405,198.5184002,89.6977663,2,forward,-6.158124455,-5.883009022,0,0,0,0,0,0,0
1,237.7615738,289.731102,149.1090775,149.1091633,92.74449348,0,forward,2.94900103,7.320784897,0,0,0,0,0,0,0
1,249.5748138,316.8727112,129.5272827,129.5271778,90.39521217,0,forward,-1.028501222,6.028447188,1,220,369,323,480,0.722994328,1
1,237.7232933,246.356163,151.9207954,151.920805,94.59205866,0,forward,2.752964835,5.30068892,0,0,0,0,0,0,0
1,237.5059128,303.3926868,154.4276047,154.4275475,95.42533159,0,forward,-2.424724289,6.732013177,0,0,0,0,0,0,0
1,276.900959,252.5994301,187.8149986,187.8090763,90.90331793,1,forward,-8.308040044,-5.877870021,0,0,0,0,0,0,1
1,237.4524879,290.7610703,147.1983147,147.1984005,93.80964637,0,forward,1.439891148,7.673809609,0,0,0,0,0,0,0
1,293.2490349,273.4762264,177.5643349,177.5598621,91.43409133,1,forward,-3.955857848,-5.87172269,0,0,0,0,0,0,0
1,263.4937286,253.4386706,196.6312408,196.6253757,84.94820595,2,forward,-5.393438471,-5.857580954,0,0,0,0,0,0,0
1,239.370079,278.0263996,137.8409195,137.8411674,95.43482065,0,forward,-1.072601901,6.689805352,1,233,430,339,479,0.721633673,1
1,316.3854218,315.3172088,192.2840881,192.2729301,86.40156388,2,forward,-6.730253293,-5.846452937,0,0,0,0,0,0,0
1,237.1624565,283.2590961,141.1950493,141.1950874,92.39462614,0,forward,8.16275072,8.480500907,0,0,0,0,0,0,0
1,195.3828049,214.1913128,130.7022095,130.7022572,92.25575328,1,forward,-1.095056139,4.529304476,0,0,0,0,0,0,0
1,272.0789337,277.7807879,191.15345,191.1411953,83.09274316,1,forward,-1.097429068,1.591213959,0,0,0,0,0,0,0
1,265.0421715,265.8500028,200.3746605,200.3657055,87.04368472,2,forward,-6.895762031,-5.846034743,0,0,0,0,0,0,0
1,244.2928123,284.9947357,135.0177574,135.0179958,94.99502778,0,forward,-1.108836037,6.763174369,1,241,413,346,480,0.838836551,1
1,205.3886795,212.8548717,131.7502213,131.7502213,92.0040369,2,forward,-1.113155408,4.069251059,0,0,0,0,0,0,0
1,234.9008942,303.5307312,127.206459,127.2064877,94.75489259,0,forward,-1.115978424,5.755719045,1,298,392,412,479,0.805477679,1
1,258.450985,251.7427946,197.2849846,197.2795773,86.9086504,1,forward,-6.487847973,-5.843524053,0,0,0,0,0,0,0
1,236.8889618,240.2341461,126.8400574,126.8402195,95.40411234,0,forward,12.50047727,10.0257291,0,0,0,0,0,0,0
1,245.7785416,303.8777447,127.8774261,127.8774834,94.30648685,0,forward,-1.147720682,6.822332572,1,192,378,307,480,0.777409375,1
1,245.0445557,278.1278229,130.1585007,130.1584911,96.08909488,0,forward,-1.150018503,7.539231808,1,245,398,343,480,0.84554106,1
1,236.8124008,218.9748287,133.7220383,133.7221241,94.89709139,0,forward,2.156969888,4.634108857,0,0,0,0,0,0,0
1,236.7770386,226.1260009,150.7103729,150.7103062,90.9969449,0,forward,0.537926572,-1.875897336,0,0,0,0,0,0,0
1,236.7379189,238.9929771,148.8228035,148.8229465,96.11650109,0,forward,1.941639776,3.860734969,0,0,0,0,0,0,0
1,236.6966438,227.3117065,152.0934868,152.0933247,94.78754997,0,forward,4.178747237,3.698682581,0,0,0,0,0,0,0
1,273.0183411,280.5001665,194.9534225,194.9434376,86.71076894,1,forward,-2.909953905,-5.749638632,0,0,0,0,0,0,0
1,236.676693,224.5091343,153.2867241,153.2866287,95.22206783,0,forward,3.998095308,3.04540307,0,0,0,0,0,0,0
1,236.6064835,257.5380707,147.5036621,147.5036716,95.47036886,0,forward,1.958731898,10.65016833,0,0,0,0,0,0,0
1,290.1009369,262.759893,189.312439,189.3043041,84.37780738,2,forward,-9.751166684,-5.745368131,0,0,0,0,0,0,1
1,236.5984535,229.428606,151.2970924,151.2969017,95.303756,0,forward,5.610760777,4.4378005,0,0,0,0,0,0,0
1,236.529808,244.6011829,127.0225525,127.0226097,95.07671595,0,forward,15.96278844,9.865341168,0,0,0,0,0,0,0
1,236.5140152,224.9606609,153.2712936,153.2712364,94.54914331,0,forward,4.162023976,3.889786224,0,0,0,0,0,0,0
1,236.4938354,271.7263126,157.6646042,157.6643944,94.18134689,0,forward,4.337190793,12.79552819,0,0,0,0,0,0,0
1,236.2948227,238.9313698,153.432045,153.4321117,86.93792224,0,forward,1.53127066,-3.561735604,0,0,0,0,0,0,0
1,286.8464661,257.1667219,186.0613251,186.0569572,90.93976021,2,forward,-6.841467916,-5.720880494,0,0,0,0,0,0,0
1,236.2320518,277.9572201,152.8186989,152.8189659,95.29438019,0,forward,-1.387695127,6.639039595,0,0,0,0,0,0,0
1,236.2203598,227.1722889,156.8524551,156.852293,94.53875422,0,forward,7.847487373,-4.760896511,0,0,0,0,0,0,0
1,298.3058548,312.982893,125.7595062,125.7593536,77.46958137,0,left,7.02675837,-11.49564873,0,0,0,0,0,0,1
1,228.9821625,174.1996193,151.7358017,151.7358112,94.84508038,1,forward,-1.23948211,5.470950762,1,95,185,224,354,0.8111673,1
1,299.2817688,308.0703735,127.4741364,127.474165,82.69095421,0,down,-15,10,0,0,0,0,0,0,1
1,236.2057686,218.8871098,130.9104729,130.9105968,92.1421349,0,forward,0.615289828,5.376656774,0,0,0,0,0,0,0
1,268.7137604,244.4540954,191.2248611,191.2191582,89.47525024,2,forward,-7.171870469,-5.701378129,0,0,0,0,0,0,0
1,297.6940918,312.3384762,143.3230591,143.3231735,80.99243045,0,left,9.491370598,-12.46245258,0,0,0,0,0,0,1
1,290.3894234,311.0503006,144.1035652,144.1036892,81.16684556,0,left,10.03768118,-10.56222949,0,0,0,0,0,0,1
1,185.740242,220.5871868,173.6203766,173.6166573,96.18704915,1,forward,-1.288188185,6.142124075,0,0,0,0,0,0,0
1,236.1034966,294.2773819,118.6562157,118.6564922,94.06428933,0,forward,7.007362425,8.075364829,0,0,0,0,0,0,0
1,269.1296768,221.5254021,137.2846222,137.2847557,96.74387574,0,forward,-1.299846295,5.479478293,1,234,395,352,480,0.88502878,1
1,236.0833359,226.9499302,151.9748306,151.9746208,95.52103877,0,forward,4.997207604,3.650173603,0,0,0,0,0,0,0
1,236.0214806,225.9512615,153.8638878,153.8637543,94.68140602,0,forward,3.302214692,3.945075013,0,0,0,0,0,0,0
1,264.8796082,257.1384812,192.3861694,192.3803329,90.98907709,2,forward,-5.748470439,-5.700801148,0,0,0,0,0,0,0
1,267.1570206,257.9896164,200.2599335,200.2537823,87.41487265,2,forward,-7.134486332,-5.68588828,0,0,0,0,0,0,0
1,235.9322357,286.6095257,139.4222641,139.4224548,94.86567974,0,forward,1.155395399,9.03746183,0,0,0,0,0,0,0
1,279.529686,272.9071045,208.65345,208.6438179,89.42400217,2,forward,-4.828548207,-5.638189583,0,0,0,0,0,0,0
1,292.7705765,284.7088218,182.3644257,182.3593712,94.39586997,0,forward,-2.171326529,-5.632766351,0,0,0,0,0,0,0
1,295.3662109,284.7952747,203.2452393,203.2335091,82.65804052,2,forward,-2.923079081,-5.610674402,0,0,0,0,0,0,0
1,235.928669,270.50354,159.9838829,159.9838543,95.41068673,0,forward,3.963283531,12.0111856,0,0,0,0,0,0,0
1,244.2518044,277.8868961,131.5540123,131.5539551,96.93933725,0,forward,-1.367991971,7.021312697,1,236,405,336,480,0.788337708,1
1,272.0241165,258.8154316,199.0808487,199.0740395,86.82041168,2,forward,-6.674663672,-5.592834765,0,0,0,0,0,0,0
1,286.1244202,354.4151402,128.3687592,128.3684635,74.13671613,0,down,-11.98985977,-0.21696115,0,0,0,0,0,0,1
1,281.2219048,259.1571451,189.0312004,189.0254402,87.06995845,1,forward,-9.240689484,-5.583202949,0,0,0,0,0,0,1
1,283.9027977,316.9369125,128.6689949,128.6690426,90.89522958,0,down,-15,10,0,0,0,0,0,0,1
1,235.9173775,309.5346451,135.6178856,135.6177807,95.38062811,0,forward,-1.193532311,5.406519365,0,0,0,0,0,0,0
1,235.8975601,295.101614,156.8701553,156.8701172,94.21479106,0,forward,0.289848204,7.649943605,0,0,0,0,0,0,0
1,235.8367729,230.8898735,156.5244865,156.5244198,96.29765153,0,forward,4.58146141,-0.662262528,0,0,0,0,0,0,0
1,235.7343292,288.6897182,133.5180664,133.518219,96.12227082,0,forward,-2.602145491,8.386861459,0,0,0,0,0,0,0
1,235.6793594,234.6777248,184.6762848,184.6709061,91.2659049,0,forward,4.110881208,12.94804568,0,0,0,0,0,0,0
1,288.1946182,305.4588318,121.0687256,121.0685635,89.68376517,0,down,-15,10,0,0,0,0,0,0,1
1,266.4915657,279.5424724,194.4470406,194.435463,89.53482509,2,forward,-0.072911374,-5.57803597,0,0,0,0,0,0,0
1,235.6709671,226.7234516,152.2646332,152.2644424,95.22169828,0,forward,5.450806445,6.766033722,0,0,0,0,0,0,0
1,268.5495567,273.8807654,185.3425789,185.3310013,81.49340153,1,forward,-1.39783313,2.996688001,0,0,0,0,0,0,0
1,328.4531403,314.3765712,170.4042435,170.4008102,89.34181929,2,forward,-4.179286155,-5.564627959,0,0,0,0,0,0,0
1,409.9145508,295.0079441,151.9668198,151.9670677,95.77176571,0,forward,-6.771805277,-5.501140808,0,0,0,0,0,0,0
1,235.5147934,228.9690113,166.458168,166.4527416,75.07890463,0,forward,11.08114986,3.452206747,0,0,0,0,0,0,0
1,235.5071259,283.9213085,141.3919067,141.3920975,95.7541585,0,forward,-2.919933114,6.379027091,0,0,0,0,0,0,0
1,278.6473274,321.2283611,133.6997414,133.6997223,85.44440866,0,down,-15,10,0,0,0,0,0,0,1
1,235.4063225,261.6386032,155.8124352,155.8123684,95.97337842,0,forward,7.37867223,13.9678594,0,0,0,0,0,0,1
1,235.3794289,231.0742092,154.3272591,154.3275261,95.57521343,0,forward,5.309966287,1.647937055,0,0,0,0,0,0,0
1,235.3649521,307.3055649,153.4692383,153.4690762,94.03120875,0,forward,-4.410597835,6.663825383,0,0,0,0,0,0,0
1,235.3574753,302.4127293,145.6576538,145.6575966,96.25219703,0,forward,3.073067663,9.312423907,0,0,0,0,0,0,0
1,235.2271461,225.6459618,154.2039299,154.2037868,94.87235546,0,forward,5.284846508,3.278459717,0,0,0,0,0,0,0
1,235.2118492,284.0406704,142.4800682,142.4802017,95.13232708,0,forward,-3.769161996,6.976948906,0,0,0,0,0,0,0
1,269.5584488,263.6736894,199.3156433,199.3095589,87.9001379,1,forward,-6.395855707,-5.466351773,0,0,0,0,0,0,0
1,244.9801254,284.2317867,131.8352509,131.8354797,96.73059583,0,forward,-1.441429864,7.341647362,1,229,404,329,480,0.625270844,1
1,281.1735344,258.0507541,188.7704659,188.7654591,88.95069361,1,forward,-7.153357235,-5.462692978,0,0,0,0,0,0,0
1,264.1184616,249.1855526,191.3388824,191.3315105,89.04809356,2,forward,-3.62431376,-5.438465836,0,0,0,0,0,0,0
1,235.0955391,228.0493355,154.5144081,154.5142937,96.4322865,0,forward,8.058347493,14.33678015,0,0,0,0,0,0,1
1,234.9328041,238.635664,186.4029503,186.3967323,90.56646228,0,forward,4.334768819,13.41917417,0,0,0,0,0,0,1
1,289.598465,289.990418,189.8579025,189.8495579,94.45170164,2,forward,-2.479340379,-5.38755477,0,0,0,0,0,0,0
1,234.6841049,243.8855267,129.1418076,129.1420841,94.44342852,0,forward,16.81433083,10.15582846,0,0,0,0,0,0,1
1,318.1151581,302.8076935,125.612793,125.6128979,81.6735208,0,down,-15,10,0,0,0,0,0,0,1
1,327.5547409,303.7990093,132.0909882,132.0909691,86.80685163,0,down,-15,10,0,0,0,0,0,0,1
1,317.6203156,311.0155964,118.5868835,118.5868263,80.9779346,0,down,-15,10,0,0,0,0,0,0,1
1,284.7781372,275.2976441,189.1624069,189.1563606,90.72583914,1,forward,-3.076195446,-5.373908654,0,0,0,0,0,0,0
1,234.6454811,261.2935638,147.485714,147.4856472,96.46012783,0,forward,9.709346663,14.29041629,0,0,0,0,0,0,1
1,270.627079,248.9660811,186.4896965,186.4836502,91.03906751,1,forward,-7.40581288,-5.362152966,0,0,0,0,0,0,0
1,234.6277618,279.1096115,150.4037476,150.4038334,94.7259903,0,forward,-0.402470217,8.433621186,0,0,0,0,0,0,0
1,234.5703506,231.1713123,153.6016846,153.6019421,95.33882737,0,forward,5.91907718,1.982193462,0,0,0,0,0,0,0
1,240.3767967,279.9686909,139.5168495,139.5171547,95.29321194,0,forward,-1.495742763,7.408675216,1,233,426,336,479,0.802392364,1
1,234.528904,284.3402195,147.0336342,147.0336914,94.36181784,0,forward,-2.573448276,7.830811843,0,0,0,0,0,0,0
1,136.6002846,220.4227924,164.4861221,164.4858742,94.3018496,1,forward,-1.503761473,7.37616692,0,0,0,0,0,0,0
1,234.4787407,306.8810749,153.0403328,153.0401802,94.85603571,0,forward,-4.013721131,8.306124771,0,0,0,0,0,0,0
1,234.4253349,271.3185883,159.8247337,159.824667,95.16789317,0,forward,5.130968595,12.29937989,0,0,0,0,0,0,0
1,234.2079163,305.4720783,138.2992935,138.2991028,92.76842475,0,forward,3.284664673,7.269272041,0,0,0,0,0,0,0
1,234.1416931,263.4200764,153.0556488,153.0556297,95.05859017,0,forward,5.907127897,11.21528641,0,0,0,0,0,0,0
1,267.1508408,251.6692734,191.7205048,191.7141438,86.76214218,2,forward,-5.866825028,-5.35973698,0,0,0,0,0,0,0
1,314.6032906,308.9140678,184.0605736,184.0512085,90.52530527,2,forward,-4.399514373,-5.34578231,0,0,0,0,0,0,0
1,309.9378777,337.7415276,182.7356911,182.7246952,82.87072182,1,forward,-4.493863333,-5.309780173,0,0,0,0,0,0,0
1,234.0812111,243.530817,129.4080925,129.4082451,73.94481301,0,forward,7.726881834,13.42861439,0,0,0,0,0,0,1
1,177.0242882,222.1839237,172.1908379,172.187233,96.35569453,2,forward,-1.538136761,7.286765955,0,0,0,0,0,0,0
1,234.0387726,267.5849247,158.6842346,158.6841202,94.1677928,0,forward,5.759055823,12.44941669,0,0,0,0,0,0,0
1,234.0205765,259.583559,154.0932465,154.0931511,96.07661963,0,forward,6.415196231,10.49985975,0,0,0,0,0,0,0
1,238.8993645,270.048945,167.4947929,167.4946404,89.48883414,1,forward,-1.552990774,0.202309387,0,0,0,0,0,0,0
1,257.012291,308.9307404,119.1795349,119.1794872,86.87365651,0,forward,-1.556647919,6.11592255,1,217,366,320,480,0.851910651,1
1,234.0049171,304.6460724,147.7816963,147.7815914,96.10939622,0,forward,2.167118113,9.251894215,0,0,0,0,0,0,0
1,233.9660072,254.8506832,181.4532661,181.4437866,94.6271956,0,forward,-1.801511282,10.43927255,0,0,0,0,0,0,0
1,233.9296341,227.4673748,157.8086853,157.8086185,96.70243263,0,forward,7.604370695,14.83623614,0,0,0,0,0,0,1
1,233.9191055,253.0284977,155.3656387,155.3655052,95.0922966,0,forward,4.249648143,9.033318008,0,0,0,0,0,0,0
1,233.7136269,268.5304642,160.4640007,160.4638767,93.89529824,0,forward,6.50854094,12.85445661,0,0,0,0,0,0,0
1,286.154995,309.0893269,124.8499107,124.8499489,90.54627419,0,down,-15,10,0,0,0,0,0,0,1
1,233.4664536,295.1791477,145.1763153,145.1763725,95.18889785,0,forward,-0.522369876,7.321062075,0,0,0,0,0,0,0
1,233.4227753,224.2422581,151.5546036,151.554451,94.94437575,0,forward,4.704298877,6.182224809,0,0,0,0,0,0,0
1,271.1353302,263.0013919,196.5248108,196.5191746,91.48319364,2,forward,-2.325802988,-5.294349115,0,0,0,0,0,0,0
1,244.106102,259.5400715,200.6563187,200.6508064,92.61069298,0,forward,-1.649500618,9.162299206,1,35,377,151,479,0.85101527,1
1,245.9116745,312.1812057,130.1701736,130.1701641,96.05383277,0,forward,-1.656592357,5.736406088,1,243,423,342,480,0.751236856,1
1,233.4132385,228.3351517,160.5567169,160.5566311,96.17265463,0,forward,5.133866901,-1.070582999,0,0,0,0,0,0,0
1,286.4990425,250.98068,187.0601463,187.0543098,85.59720516,1,forward,-9.668407991,-5.286724201,0,0,0,0,0,0,1
1,233.3181,351.5232182,145.086937,145.086565,85.02129912,0,forward,-2.673427914,1.081834641,0,0,0,0,0,0,0
1,243.9622307,283.9506912,133.4803581,133.4805965,96.0190475,0,forward,-1.670782245,6.858937716,1,239,404,340,479,0.802468717,1
1,233.2152939,282.4032497,153.0018997,153.0019569,95.32385468,0,forward,2.18539554,8.084174169,0,0,0,0,0,0,0
1,278.2976913,293.8942575,203.3633041,203.3523989,86.12673879,2,forward,-3.143874856,-5.277534465,0,0,0,0,0,0,0
1,233.0184555,238.0838013,155.6687546,155.6686306,83.75833035,0,forward,11.5251353,4.919557648,0,0,0,0,0,0,0
1,224.9619293,157.1076965,152.9258728,152.9259396,96.36380672,2,forward,-1.703148818,2.96831633,1,102,153,231,336,0.73426497,1
1,232.9664803,293.0017948,148.1510353,148.1508636,95.297575,0,forward,1.013141404,7.797298361,0,0,0,0,0,0,0
1,199.9347305,209.4420719,136.6815186,136.6814232,91.77263379,1,forward,-1.7186674,4.153181247,0,0,0,0,0,0,0
1,287.2163963,275.8436584,186.3798714,186.3740444,89.70165253,2,forward,-6.961572322,-5.262128143,0,0,0,0,0,0,0
1,232.8842735,291.560297,134.0186501,134.0187836,93.23793054,0,forward,4.542790363,9.695355466,0,0,0,0,0,0,0
1,268.7896919,266.6948223,201.0617638,201.0542393,92.14670062,2,forward,-0.082704573,-5.258685453,0,0,0,0,0,0,0
1,232.8218079,283.1306934,151.806221,151.8061638,94.45305467,0,forward,4.329724008,8.733266043,0,0,0,0,0,0,0
1,232.8086281,125.1268697,130.4684639,130.4683399,95.78731656,0,forward,10.06295685,-6.556005692,0,0,0,0,0,0,0
1,262.9066658,275.0770354,190.24683,190.2370834,93.45900416,2,forward,-0.576066441,-5.24806575,0,0,0,0,0,0,0
1,232.78368,228.3824444,150.0178337,150.0175667,95.15103102,0,forward,4.447256264,3.606218061,0,0,0,0,0,0,0
1,261.8013,261.0369706,190.1977539,190.1857281,84.50856805,2,forward,-1.838417278,-5.239016365,0,0,0,0,0,0,0
1,241.7328453,246.9273329,183.4840584,183.4739256,83.33157301,2,forward,-1.791121995,3.267067527,0,0,0,0,0,0,0
1,264.5110703,257.92099,198.7397766,198.733263,83.74810219,2,forward,-5.670845855,-5.23661718,0,0,0,0,0,0,0
1,232.7802849,282.5092793,151.0048866,151.0049629,94.63489056,0,forward,1.709771315,7.342179076,0,0,0,0,0,0,0
1,232.7423286,266.9020557,148.4680748,148.4679222,95.91684341,0,forward,4.521466826,7.480111627,0,0,0,0,0,0,0
1,232.5436592,226.5603161,154.5017433,154.5015049,95.13248205,0,forward,4.939646853,3.698211249,0,0,0,0,0,0,0
1,232.4612999,256.2157917,154.5510292,154.5510292,95.8319664,0,forward,2.703336623,8.455828735,0,0,0,0,0,0,0
1,232.4474525,301.9108486,154.7691917,154.7689819,94.23059225,0,forward,0.892895788,7.953637349,0,0,0,0,0,0,0
1,267.1523476,263.7133122,202.1742439,202.1676922,82.59745836,2,forward,-6.862976512,-5.236059846,0,0,0,0,0,0,0
1,257.3163605,258.0241132,198.4043503,198.3952045,90.32489061,1,forward,-5.605625586,-5.233437156,0,0,0,0,0,0,0
1,232.3770714,307.1555614,155.6254768,155.6252289,94.85774636,0,forward,-3.831680919,6.328767758,0,0,0,0,0,0,0
1,251.0885429,211.2203884,136.0112953,136.010685,87.01577783,0,forward,-2.789474885,-5.231770062,0,0,0,0,0,0,0
1,232.285099,266.4652348,145.3478432,145.3476334,96.17668986,0,forward,4.50513455,7.512872784,0,0,0,0,0,0,0
1,265.7685661,262.7098536,199.5920372,199.5871639,91.75286293,1,forward,-1.186155597,-5.224407349,0,0,0,0,0,0,0
1,265.7211304,255.2819729,193.4738541,193.4683514,92.32391119,2,forward,-2.185401678,-5.214163833,0,0,0,0,0,0,0
1,279.2052269,253.9000583,190.8434486,190.8379841,90.60655832,1,forward,-9.188316428,-5.211707665,0,0,0,0,0,0,1
1,232.2795677,265.243578,151.9960213,151.9959068,95.30861974,0,forward,3.752750591,7.658573402,0,0,0,0,0,0,0
1,232.2070122,266.3491344,147.957325,147.9571152,95.72554827,0,forward,4.294642273,7.23779735,0,0,0,0,0,0,0
1,270.4177284,275.0303054,186.9770622,186.969223,91.51206613,2,forward,-2.395137591,-5.211199441,0,0,0,0,0,0,0
1,287.3581886,254.6118855,182.911396,182.9067707,90.78065157,2,forward,-7.405009483,-5.201262318,0,0,0,0,0,0,0
1,232.1546745,263.4297466,148.0795097,148.0793953,96.38532996,0,forward,4.886420058,7.483162051,0,0,0,0,0,0,0
1,232.1269989,253.2709122,155.3866959,155.3865337,95.03653646,0,forward,3.383009774,8.7098406,0,0,0,0,0,0,0
1,232.1195984,301.3808727,155.9325027,155.9323883,95.21849155,0,forward,1.987090756,8.462710538,0,0,0,0,0,0,0
1,232.0792961,283.8726711,144.3797874,144.3798637,95.16455531,0,forward,-3.09437362,6.837704324,0,0,0,0,0,0,0
1,232.0694733,281.229372,151.3667297,151.3668251,94.0474987,0,forward,0.501857348,7.573339335,0,0,0,0,0,0,0
1,232.0117188,225.6358337,155.9270096,155.9267807,95.51486969,0,forward,4.910026999,0.252771873,0,0,0,0,0,0,0
1,265.9345818,241.0890794,185.5491066,185.5425453,88.87261748,2,forward,-5.911382227,-5.180984778,0,0,0,0,0,0,0
1,309.8212814,303.5320162,191.510582,191.5005398,89.94912505,2,forward,-6.877216335,-5.119848838,0,0,0,0,0,0,0
1,231.9462395,288.6921215,133.4969521,133.4972763,95.80440521,0,forward,5.852296937,8.011973178,0,0,0,0,0,0,0
1,308.4905243,305.2252674,191.3095093,191.3000679,89.25023079,2,forward,-5.724776094,-5.115786358,0,0,0,0,0,0,0
1,268.9454269,312.7070618,127.029686,127.0297909,88.03509474,0,down,-15,10,0,0,0,0,0,0,1
1,269.1878128,309.8990536,130.425148,130.4251099,69.20640469,0,down,-15,10,0,0,0,0,0,0,1
1,260.1066017,309.6505451,139.6657372,139.6660423,72.10182548,0,down,-15,10,0,0,0,0,0,0,1
1,260.722599,310.674448,127.1546745,127.1550179,74.21405315,0,down,-15,10,0,0,0,0,0,0,1
1,263.8368607,310.7056904,130.6038666,130.6040955,83.76976848,0,down,-15,10,0,0,0,0,0,0,1
1,409.3790054,295.9281063,148.7591934,148.759346,95.81922293,0,forward,-3.511949345,-5.084944866,0,0,0,0,0,0,0
1,302.8533936,300.9286594,128.3646774,128.3646584,72.20827937,0,down,-15,10,0,0,0,0,0,0,1
1,299.7807884,304.0959263,130.24683,130.2467537,70.23555636,0,down,-15,10,0,0,0,0,0,0,1
1,283.4120178,298.4679794,145.6602859,145.6602001,79.8738718,0,down,-15,10,0,0,0,0,0,0,1
1,287.1302795,307.5619984,141.9205475,141.9206429,82.8348577,0,down,-15,10,0,0,0,0,0,0,1
1,294.6940613,281.8299651,197.4127197,197.4032021,87.03085184,2,forward,-2.50276898,-5.067720328,0,0,0,0,0,0,0
1,267.5046921,246.2151838,188.0768204,188.070116,92.05520749,2,forward,-7.067579779,-5.061629869,0,0,0,0,0,0,0
1,231.7507362,290.3090572,151.3497353,151.3496017,95.00669837,0,forward,1.709810157,7.663038171,0,0,0,0,0,0,0
1,284.5450592,261.4342308,177.023735,177.0191002,89.50419426,0,forward,-8.849345174,-5.059461221,0,0,0,0,0,0,1
1,231.724205,201.0829067,120.0094986,120.0095558,87.73994446,0,forward,-9.648281749,2.607207478,0,0,0,0,0,0,0
1,269.9891853,254.8923039,186.067791,186.0622215,90.55432677,2,forward,-8.000361195,-5.049183223,0,0,0,0,0,0,1
1,288.4418297,312.0292282,132.5721931,132.5720501,87.68612742,1,left,5.724222703,-11.16795727,0,0,0,0,0,0,1
1,301.6622734,309.1714382,125.6554222,125.6554413,77.49323845,1,down,-15,10,0,0,0,0,0,0,1
1,311.4418411,310.4626179,118.1821823,118.1822777,80.05002141,1,down,-15,10,0,0,0,0,0,0,1
1,315.7730103,307.643652,120.9800339,120.9802437,79.69036698,1,down,-15,10,0,0,0,0,0,0,1
1,231.697979,260.2964115,149.4500923,149.4499969,96.05308771,0,forward,1.626457002,11.98996059,0,0,0,0,0,0,0
1,231.5960503,281.7922497,139.708271,139.7083282,94.46871281,0,forward,0.189678805,7.037289406,0,0,0,0,0,0,0
1,231.5422249,291.8173599,145.6749916,145.6747913,94.01080012,0,forward,0.199936181,7.185986618,0,0,0,0,0,0,0
1,259.1516113,250.9478497,197.9502106,197.9445076,90.76351523,2,forward,-1.793336494,-5.046617232,0,0,0,0,0,0,0
